Big Orc Army
CommanderUnit,Gul´dan,180
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
InfantryUnit,Grunt,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
CavalryUnit,Raider,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
RangedUnit,Spearman,100
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
ArtilleryUnit,Catapult,80
